Gene_Name	Ratio_2h	Ratio_6h	Ratio_12h	Ratio_18h	Ratio_24h
SUMO4;SUMO2;SUMO3	-0.136191386287144	-0.103665482765697	-0.0606008295541171	-0.240375394498092	-0.0213375829656949
TSSC1	-0.0189189821630518	0.00249802383492267	0.0905878547395801	-0.0522767654523578	0.00800024469716469
RPL23A	-0.00805655487105839	-0.147046143417315	-0.187641078180683	-0.324580214560063	-0.256769142761341
CARS	0.0176799162006476	-0.023752135898995	0.0810795329828781	0.00956787098620308	0.153494649090508
ALDOC	-0.139469495038796	-0.15224833075742	-0.0330881693321878	0.127541563304054	-0.00475305539981947
PLRG1	0.0390583626194122	0.0362003815574726	0.00991646382752318	-0.0490730966543056	0.0657779175007068
SNRPG	-0.0832474137479362	-0.251567620608247	-0.0385766514523231	0.0601415586624026	-0.129876460833131
SYNRG	-0.0837920324938865	-0.0206266505899579	0.223542226452231	0.116269715073127	0.0836609436367116
ERCC2	-0.19055165203227	-0.057554246458089	0.0140187514800698	0.0591191277665655	0.0044358863504174
RCN2	-0.0908534304511135	0.132483034474881	0.00327864040915813	0.0823009268149827	0.0634694721694616
MATR3	-0.000576962631520594	0.0724220738982154	0.0300740907072427	0.0542874318314708	-0.0149265442381028
LRRFIP2	0.0188487765598107	-0.140778655782796	0.0368218438261089	0.211498030701065	0.114972362500083
BCKDK	0.0179720425210255	0.197021012688684	0.0567162624159891	-0.000576962631520594	0.587619504790455
ITGB2	0.00391501079971417	0.066457575564062	-0.0420839586712525	-0.0962618530584036	0.178387736468615
LAIR1	0.153205840526707	-0.044603950649768	-0.0330881693321878	-0.0939657503694475	-0.113967146433002
DRG2	0.059419767526109	0.160572454025261	0.136235951825275	0.0848080214951202	-0.00173019613888269
TSEN34	0.102868022692153	0.0463995060650972	0.295305064200951	0.0182057861739887	0.132166778819949
CNOT8	-0.0989584800881688	-0.0139267060429218	-0.0457225357346006	0.0216286212217241	-0.177981556313371
MYO1G	0.0411795916044668	0.047204248795326	0.169825819567589	0.507705827018994	0.660931044926553
EIF3L	-0.0363274918177651	-0.00561556740690985	-0.0308304301532745	-0.123401335971914	-0.0999011100079427
UBE2I	0.0325214861557725	-0.419215260067954	-0.0478175480213695	-0.123268887494347	0.106591188803047
BAT3	-0.126576457013373	-0.167100968963075	0.348335186067117	0.133131575381652	0.317804279731436
BAG6	0.0418774603114674	0.0385692908410016	0.0169498590834013	0.0564461903356613	-0.00245049923482243
BAT5	0.174881951470047	-0.111298453402541	0.229433093803748	0.340605135739658	0.452727865758689
ARCN1	-0.028569152196771	-0.00977712161152997	-0.0112093614203034	0.0404672228834536	0.0112680572193449
RAC2	0.106964034421186	0.107321435246348	0.0515486623301771	0.171839645669576	0.245232193056979
NHP2L1	-0.0109230271847919	0.00919032376745367	-0.0623980637984785	-0.0683268614345055	-0.0788830465219891
CENPM	0.0628062888296829	0.24297675349254	0.0704059189797669	-0.302406794557726	-0.318461465167583
PSMD10	0.0231671522283791	0.145509571328805	0.0611045089262064	0.146259790325289	0.144727843275403
HMGCL	0.451760680424737	0.218229045852289	0.365611185917855	0.357973152697431	0.640613772286041
CAPZB	0.0758697021361261	0.0632885737502713	0.122397082201997	0.138203400578619	0.171303433512489
NRD1	0.0905264085518759	0.0692096857558338	0.0566412373221898	-0.00776959414591767	0.100669665209555
OSBPL9	-0.0490730966543056	-0.0423641752480078	0.0346626737822768	0.0625802732610509	0.146195926709742
GNB1;GNB2;GNB4	0.0961595984577654	-0.11490002395719	-0.0258792730232589	-0.0309716424120756	0.0665784371923722
ARHGEF7	-0.051580920630645	0.0901731437510814	0.186705175164965	0.387826817089122	0.43520237670007
UBE2J2	-0.233029057445185	-0.121148056475311	-0.0240359354555095	-0.194339249484463	-0.0794293150029151
SEPT6	0.0253679037446445	0.0398293577985094	0.0371178723571337	0.0871508921760254	0.0759609407288726
EXOSC1	0.0791731728110858	-0.0275787274742827	0.168771306825942	-0.138552375152649	0.156594957518212
GUK1	-0.242206148570875	0.00831943785687577	0.120623582132371	0.0529248801750056	0.0706180131791667
PABPC4	0.123009681565501	0.0837068092442552	-0.00216242115062078	-0.120617361217942	-0.24379092506481
SOAT1	0.158187860211671	-0.219958397584918	0.34098882880185	0.382080934402075	0.744390502320231
PSAP	0.158687009723819	-0.0511632525821146	-0.0753272507070651	-0.0356239097307212	-0.149519521490029
TXNRD1	-0.0180643893603616	0.0331708900665129	0.0443301011864068	0.0556362773067183	0.0229032875030462
NAP1L1	-0.0288520058474934	0.0324919747406243	0.0228006864749852	-0.0501882233114781	-0.106348319505147
PHC2	-0.00201836053430566	-0.11609855223658	-0.0140695825016559	-0.032100843167024	-0.0253123430460691
SLC29A1	0.171270942210401	0.00980025685470464	-0.385265359350681	-1.01242564831796	-0.946131951910697
NDUFS7	-0.170694233687083	-0.319271090818063	-0.111565544959518	0.0700878361326436	-0.214249170254514
HDAC2	-0.00733904600816206	0.162315053908495	0.0587734694759071	0.0911102530262792	0.0670770984630212
EIF3H	0.13142385080544	0.0306929190156535	-0.0412429822318814	-0.0935601761623379	-0.155878732704143
EIF3F	0.0638011781948508	-0.0294175468350917	0.0162639420813221	-0.0074825763312062	-0.0247451901971378
MRE11A	0.00518859430619017	0.0389694281451583	0.0152721284001656	0.05238620379271	0.0979804624521128
MORF4L1	-0.0280032784727525	-0.122606462651041	-0.320657964311925	-0.668482249541329	0.106218439517076
SOD2	-0.00345831977241101	0.0203404482841756	0.106109739114074	0.149904697459069	0.171384664969236
WIZ	0.00346662971977927	-0.152897287198972	-0.141563582375003	-0.0343565966466415	-0.261229908987046
FNTA	0.159701942766722	0.161330549006808	0.15410454598854	-0.222433640605915	0.234363419934107
SNRPN;SNRPB	-0.0411027718191281	0.0603822359784809	-0.0282862430791099	0.0600663552344649	-0.0451633516032245
CENPH	0.0871968688707509	0.256545351952367	-0.0945063386814923	-0.220825215797872	-0.523762664883281
QDPR	0.0450592649109066	-0.00360223668019554	-0.0561673063004266	0.0885921920359782	0.00187672368803014
AP1G1	0.00980025685470464	-0.000432743603971213	0.0985209914488292	0.11642610138912	0.118883591488098
CDIPT	0.263958026250032	-0.0907179597677998	0.0351799886367428	0.502791313369843	0.204349403283511
CNN2	0.132530478803137	-0.0801118598615982	-0.148478615931968	0.123103950713528	0.0415210596449029
SIRT6	-0.0378741656611202	-0.0835197488201729	0.0137128596651386	0.056881331357133	0.0955582924253818
HARS2	0.0503978361592641	0.0327871160611483	0.0503828964016759	0.166243616581874	0.378119263561107
CTNNBL1	-0.0571383043935417	-0.0901759497902069	-0.00992040959306384	-0.0540843928423791	0.00479771615876805
PTDSS1	-0.0107798387532428	-0.126444299724691	-0.060185765046563	-0.38084025031927	-0.114500293165193
LARS	-0.0184917490398792	-0.119953717505568	-0.0436244767470347	-0.0919367382105852	-0.186373777465944
MSTO1	0.105969993486387	-0.142478790642246	-0.154583209053068	0.140571066902074	0.0783808683097682
MRPS25	-0.0294175468350917	-0.548436624696042	-0.235727059838058	-0.428571222085267	-0.137110007802351
ACSF2	-0.128557364973757	-0.173767067736706	0.0202087681339083	0.0852211928920098	0.493418367588612
DYNLRB1	0.251933844728604	-0.0586628393785599	-0.0918013692176743	0.106233968814674	-0.0897693086335085
SMARCE1	0.119573066474058	0.116754567842092	0.0252357639403767	0.111554817119079	0.0447616025503543
CANX	-0.0626743627633925	-0.0740943535738733	-0.0745054363636297	-0.127369146616222	0.00795672382834308
MKL2	0.0273514545438713	0.0316069128798614	0.205147492044805	0.327438881355223	0.398360526954804
MAP1S	0.342762450806395	-0.00791308164326498	0.536000964153582	-0.00518437585972323	0.0790817308512046
FBXW11;DKFZp781N011;BTRC	0.242498779884447	0.313799808752603	0.202073950274122	0.0652193273029834	-0.111298453402541
MSI2	-0.171463056002581	-0.192446693735047	-0.0556121566866925	0.0639368980990793	-0.116364756691785
RABEP2	0.0388656781871194	-0.0371713376446436	0.151073656094133	0.124487273041836	0.0753679929903034
EYA3	-0.0805212318314924	-0.0462815032119102	-0.00173019613888269	-0.0382956981815444	-0.135140816394815
C3orf31	-0.215740713464018	-0.0472591754780128	0.0989999148847499	-0.220082260649247	0.135681108742051
GLMN	0.0690129322552372	0.036747846183393	0.200697134909527	-0.00144197417390627	0.116254077373852
LUC7L3	-0.0127831846982896	0.0602618923015735	-0.0398402645317911	-0.0258792730232589	-0.184597684155761
RAB5A;RAB5C;RAB5B	0.189779024536374	0.0288666665889904	0.046012197382539	0.00298947390870841	0.0638765765653801
C15orf44	0.0945874810178069	0.0730138118511256	0.0830495414955125	0.00843552560828981	0.12631277232814
SNRPD3	-0.0271540515037266	0.0633488707030683	0.00971310776737631	0.0978878206694322	0.00252692802903899
CS	-0.0328061450832414	-0.0485152099339395	-0.000721167243654123	0.00627492293097845	0.00245466862951555
TOP3A	0.0636051608709406	-0.070389327891398	0.023475055415725	-0.116897018288262	-0.0754641742625126
GCDH	-0.142870845096642	-0.0299828662157143	-0.019346088804812	-0.0486547018403464	0.0554113821328577
SRI	0.0982120929387499	-0.163112244347124	0.056221168882542	0.109654484356857	0.15391191911214
GORASP2	-0.209390977467428	0.0921248605962939	0.251830770541309	0.323895107212225	0.276362807784322
INTS6	-0.0525550094341053	0.167652743737121	-0.299596348784095	-0.12565110166152	-0.0820212693455023
CHURC1-FNTB;FNTB	-0.0437644423101703	-0.0886843715333915	0.0533140493537215	0.100886255888786	-0.0464212112487104
KIF20A	-0.0363274918177651	-1.13158948432814	-1.06350294230616	-0.961475162009635	-1.08426840530353
CDC27	0.0931247932206581	-0.108357178090418	0.0760369772974503	-0.139993301903364	0.199785510666914
SLC25A10	-0.0126401807787704	0.0329789903027754	-0.00302648288989857	-0.0824300999459491	-0.121148056475311
RPS6KB1	-0.0959919129246028	-0.1947174628936	-0.161565256397032	-0.266756562304665	0.120451056919224
DHFR	-0.0539454249627852	-0.0336520524899971	0.232582492707201	0.037798968584578	0.0660346395828848
PPP1R12C	0.322739839172352	0.418427002215525	0.467074668370306	0.408071698952367	0.518494383422945
NUP85	-0.0333701384605921	0.0163806708836825	0.0160888665844123	-0.0984195577655445	-0.132116159533725
PYCR1	0.0243551410753462	-0.136453909268651	0.00657924158711509	-0.12234140752612	-0.245860701840353
IAH1	-0.0364681670692918	-0.0886843715333915	0.0355348260623763	0.34558279084719	0.0829120117146316
MRPL48	-0.00719550140420373	-0.184597684155761	-0.0448836782397647	-0.267595721851879	0.0314742004191267
SFRS2	-0.126576457013373	0.00730406829091128	-0.0337929888493032	-0.0517201164473277	-0.0954518810856606
CBWD1;CBWD6;CBWD5;CBWD3;CBWD2;CBWD7	-0.0316774964507602	-0.0812032604173944	-0.0571383043935417	-0.128953220386006	-0.177343788281726
STRAP	0.0276602521463369	0.0640877129686382	0.0711483851324658	0.0394289819513916	-0.0117818594599147
ACY1	0.00950978036738141	0.054871776708676	NA	0.188035824689806	0.110931481346029
PTGES3	0.298601763027335	0.13354299633674	0.25745907751892	0.252586818983466	0.255718326002514
MKRN2	-0.0698396250686344	-0.029276182370632	-0.128425389028837	-0.128953220386006	-0.220825215797872
TOX4	0.0739853952601158	0.00124125154986627	0.00167449764394071	0.131360640551161	0.258856645044684
EIF2A	-0.065572311593622	-0.0657101640652657	-0.060185765046563	-0.227001674589038	-0.164013888525057
GOSR1	-0.0532503847022501	-0.107553970289646	-0.0600473836699389	-0.0866479127551882	0.126360014171748
TRA2A	-0.00432160595009342	-0.0406820588030078	0.0593596345620236	0.131313234677865	0.023856359953367
PGD	0.0457143383646672	0.0252504455431863	0.108736368174924	0.129465619591646	0.182605954801773
HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK	-0.0791562066176435	-0.0950467245070403	-0.14300150624249	-0.168256923208582	-0.193077821546367
SEC61A1;SEC61A2	-0.0425042631289634	-0.228603231948469	0.037177085353136	-0.143654634526038	0.370974509143632
ALG5	0.0193750728393291	-0.198368423102519	-0.155749232677945	-0.0812032604173944	0.12360682356115
STK24	0.0494569334454783	0.05238620379271	-0.0291348040530228	-0.025170575734906	-0.101246656683439
PLOD1	0.0306929190156535	0.0648269338087491	-0.0464212112487104	0.0716183060304452	0.286779297113561
DCP1B	-0.0542233473371544	0.24347196458316	-0.110363243360418	0.231769086190526	0.312491339279272
KIAA0528	0.0299267897493143	-0.0170667241898333	0.0750944069768199	-0.0074825763312062	0.144281331636417
MRPS27	-0.0418036876570852	-0.0714881055841823	-0.0717626693000912	-0.143654634526038	0.161620988782939
SRPK1	-0.0243196791954129	-0.0650207699484113	-0.0863761675969373	-0.241718174596701	-0.317998617861435
RNGTT	-0.0018742855313508	-0.00288250853312144	-0.0295588974491164	0.102480744880493	0.106063155734123
FUBP1	-0.0271540515037266	0.0466826051026942	0.0327575992118952	0.0351504227903428	-0.0167815502334021
NUP54	-0.0455827600196351	0.036451893561013	-0.0144981269993529	-0.067087964801147	-0.136060106880266
DLD	0.0165265951692934	0.0624748114452255	0.10119572756205	0.127399726304393	0.200299264398745
MPDU1	0.0752919916711291	0.0180158665713595	0.0779087398711765	-0.00144197417390627	0.178044935298647
ANXA7	0.0153450326566524	-0.00446543677030055	0.102000664730209	0.159025241410617	0.24299382690766
LSM14A	-0.163627538589906	0.0660497423045758	NA	NA	0.0870895921955235
MTAP	0.126706501634518	0.191425485776985	0.0050148576105386	-0.00504061670053016	-0.0207688650945718
SLC25A32	0.490699401713304	0.00533339086989199	-0.239764626510947	-0.17210342844014	-0.188654117836729
CCT3	0.0120243391646269	0.021599331787011	0.0535086733172771	-0.00633393372205048	-0.0501882233114781
BPNT1	-0.0240359354555095	0.00527547050049309	0.0704665141408361	0.170393953539446	0.213437092295119
METAP2	-0.038014690186716	-0.0074825763312062	-0.107286134952222	-0.139600464585515	-0.140516918655647
UBB;RPS27A;UBC;UBA52;UBBP4	-0.00977712161152997	-0.0439043942956212	-0.0137838154330997	-0.0344974641994449	-0.0253123430460691
OSBPL5	-0.0941009164388664	-0.0919367382105852	-0.313942357292346	-0.539133990334676	-0.445091014844044
ELAVL1	0.0184249552484122	0.00694160941884694	0.0225368887605332	0.0123880774215743	-0.0187765851791832
ANXA11	0.0392214233957577	-0.051580920630645	0.0139750486782889	0.0534487862243205	0.1262970253907
IKZF2	-0.0571383043935417	-0.0661236424652936	0.0194481847318322	0.138282789492707	0.441418877145152
HACL1	-0.158854029516618	-0.0724488500696925	0.0630775542589852	0.0545870663052498	0.0400815033107518
ARL1	0.115175485262271	0.117364775446041	0.182704199799375	0.202156932934459	-0.298892881054161
PBK	0.100128330728854	0.279143696798123	0.300608280962034	0.27847859419188	0.59194035192964
SEC13	-0.0298415571367151	-0.160403925860014	0.0426499639301249	0.071178697991174	-0.00805655487105839
ACTR3	0.0953270875913338	0.0936019283609786	0.148336898302703	0.174914524199373	0.141684736335329
DDX3Y	-0.0553345017510994	-0.228356954201048	-0.157949153783694	-0.329869872317659	-0.0124971626829022
FXR1	0.0660346395828848	0.0676968875121398	-0.00719550140420373	-0.226385217270386	-0.108624814681649
HNRNPC	0.0308845149187385	0.0270427230229756	0.0197406693586135	0.0381840782989121	0.0281015062658246
NUP35	0.120529474913041	0.0723462276079399	0.0355348260623763	-0.0539454249627852	-0.106884288691543
RDBP	-0.234623941363856	-0.163369914474777	-0.135009441351161	-0.259302621345141	-0.248656270004403
XRN2	-0.0357646536009747	-0.00158609235402637	-0.136191386287144	-0.0614306004977482	-0.199750856715837
COPB2	0.0366738523359148	0.0531493880430734	0.079188413701233	0.076462856155442	0.0973783971746085
RABGEF1;KCTD7	0.21031247576536	-0.0644690173684425	0.0628967049723258	-0.102187793223615	-0.0702519218204442
FAM82B	-0.0207688650945718	-0.174406418529749	0.021247904943817	0.048069102388817	0.347912811130891
TKT	-0.0543622884496891	0.00388607878244858	0.00473981729086034	0.0121843726994712	-0.0295588974491164
PEX5	0.0403336928991648	0.0497555662432511	-0.214622200648548	-0.128293401009817	-0.34289603673962
RAF1	0.0136691661284545	-0.263635403568329	-0.0593552776164212	-0.0532503847022501	-0.0712134896052646
MST4	-0.0201999229434977	-0.0426443374084937	0.0226687815883117	0.0867524888526246	0.0282633332637641
GALK1	0.112583910311653	0.00686912857073752	0.0997417875652502	0.118993258652027	0.198675764307716
SFRS3	-0.0607391578576786	0.0597956553479612	-0.0367494764278683	0.0912024605984031	-0.0652965671277809
C2orf49	0.228875046871633	0.0972549276544679	0.225919309224589	0.265986292354179	0.324689890963174
LZIC	-0.0227583975781575	0.031415221021674	0.152788774644384	0.163187143804392	0.21816191565634
LAMP2	0.0160888665844123	0.0200917292005687	0.0989535605064672	0.136489665465637	0.157206166753663
HADHB	-0.0809304876729839	-0.264596479490882	-0.112366523072563	-0.0760117385696413	0.168106548842755
CIRBP	-0.256406853794245	-0.215989154146721	-0.136978811963504	-0.0157829972409274	-0.0652965671277809
METTL13	-0.205642741945457	-0.0517201164473277	-0.0525550094341053	-0.141040345433593	-0.197613809691074
OS9	0.159718058573055	-0.0896337361068956	0.254014080798896	0.225733722127429	0.303098109192159
PRPSAP2	0.0218043703183483	-0.00963381939726867	0.0813237290401881	0.155100194779533	0.148129052880846
CORO1C	0.130507573071879	0.159250773263465	0.237557630157449	0.367806248101675	0.363159643806349
ELP4	0.197963988501935	0.151762664306774	0.270329774045158	0.106901886792983	0.275402111488794
MTFP1	-0.215989154146721	-0.179638434938132	-0.00561556740690985	-0.164013888525057	-0.0200576523412534
PES1	-0.0688771408503078	-0.267356011783887	-0.438292851579147	-0.307428525192247	-0.786930861090286
PDIA6	0.101010036592055	-0.0130691500195213	0.0825453297151219	0.119447682874553	0.103193416414325
CBX1	-0.0119249484797085	0.0240323806593082	0.109094208387054	0.0404820603113041	0.0483525292719826
RAN	-0.00129784159564685	-0.0579700686373299	-0.0526941113038451	-0.0901759497902069	-0.110764121899807
CWC22	0.0195797954759496	-0.0714881055841823	0.0608938086277676	-0.133958010100549	-0.0133550586690676
USP24	0.0421448186025239	-0.00619028907206976	0.00974215687821987	0.026601792568366	-0.0628124924050211
HNRPLL	-0.00345831977241101	0.0283957506740787	-0.105275783415687	0.0348991375564367	0.0235190469501943
MVK	0.0975481850203097	0.186179824483688	0.514573172829758	0.556053930797637	0.538764828825745
PIGT	-0.0160683686276536	0.0197114182274331	0.0573916638883368	0.0414171260331065	0.35225263174416
ATP6V1A	-0.0772429989324604	-0.0824300999459491	-0.00432160595009342	0.170280308845151	0.134366190395551
ACAT2	0.0609991549304867	0.0882087270310655	0.310539803424179	0.448469217125163	0.358398483708728
COG2	-0.028569152196771	-0.00848688896549122	0.0481287665792656	0.140793732024746	0.16254110067425
ALAD	0.149152581164736	0.144887345214856	0.156627119970497	0.0954812200303314	0.368271732705947
GLOD4	-0.057554246458089	-0.0536674490388253	0.0321673890105105	-0.0136409106693863	0.117380425189126
ILK	0.122067328717803	0.0553664073047258	0.0273808609918473	0.410926871140063	0.421476649701505
AKT1	-0.173511248063922	-0.206643223983395	-0.0132121114268512	-0.042224073762985	-0.0608774728993346
DECR1	0.0287930758440413	0.0452081191249148	0.122554134165541	0.326714954831402	0.475013615574053
MYL6	-0.0288520058474934	0.0102796709593949	0.0147910526824466	0.0818275139859105	0.0750792092749615
MLLT3	0.228841232782007	-0.117163075465759	0.199768941011518	-0.150429698194205	0.289121949804121
GTPBP4	-0.0554733358984315	-0.592636428606577	-0.725348533004212	-0.869160738400117	-1.3193867145441
RANBP3	0.0216286212217241	0.0975173130166089	0.106358209213549	0.0787160209590784	0.0993398925087784
PDK1	-0.128953220386006	-0.21685835977496	-0.148869043531001	-0.176322772640463	-0.187894404790796
ETF1	0.00413201942527752	-0.0976107966264223	-0.0539454249627852	-0.064744920035355	-0.203514411130758
PITPNB	0.0384507529496061	-0.0211954245144897	-0.0157829972409274	0.0117479594101339	0.00242576588305525
PEX19	0.264477822703463	0.10631161781015	0.235908670506692	0.381366654478768	0.354667246375138
RBL2	0.071087761325717	-0.0214797274104513	-0.0311128408502493	-0.50182126542091	-0.259905175353353
CCT4	0.0205745760095983	0.0400815033107518	0.0249421632553939	0.00840650279469599	-0.0514417113826102
B3GAT3	0.0721642127783795	0.161249881666861	0.081781708084357	0.146674972749768	0.20421643140274
PCYT2	0.0813542564538225	0.0149076623689703	0.191046633271364	0.172392315205485	0.19135959123779
SH3GLB2	0.00773913917505534	0.0694518807521453	0.128093284233524	0.0789293404632049	0.170832381236696
PPP2R5E	0.171076009763018	-0.0665370023957912	0.125006361067033	0.184490149675173	-0.399335182502072
SEC24B	0.0184834059585819	0.0457143383646672	0.0113262186803844	0.0540477690509349	-0.135797512223391
USP48	-0.141432790929296	-0.0877343818197254	-0.0124971626829022	0.0665180051125707	0.0400963367721711
FYCO1	-0.144568517664712	0.0894975737612016	0.160588579558738	0.0435864362657202	-0.0560285389227513
C11orf30	0.0390138946969932	-0.0247451901971378	-0.00302648288989857	-0.0582472168546628	0.029278844145438
SEC31A	-0.0325240656921993	-0.0761485971800829	-0.034779158048019	0.0885615110844987	0.182818827419694
SMPD3	0.41002563612924	0.15530904701938	0.0741372642906245	0.136822732344771	0.21576406078678
CBLL1	-0.0746424379344928	-0.135140816394815	-0.0471195485685507	-0.00762609237617788	0.00265700406929941
EIF4E2	0.073666522323871	-0.0582472168546628	-0.0858325236749548	-0.180529812810721	-0.0318186258263571
MDH1	-0.141563582375003	-0.170566056792069	-0.0224743465748992	-0.026729250487489	0.0594498349480787
METTL5	0.0894361739913991	0.0226541262342091	0.100066476862552	-0.131852845964662	-0.106884288691543
PPM1B	-0.023894042655701	0.0217750773154157	0.128503270694658	0.0148347802103742	0.0924170769171593
MPP6	0.106063155734123	-0.0381552010259689	-0.0420839586712525	-0.467592508712949	-0.306495572259637
GGCT	0.028292758304626	0.0048700930113994	0.0059851553071054	0.0521767728389877	0.0969617298870878
SUMO1	-0.0571383043935417	-0.0268708647247453	-0.0226163790673486	-0.0637790297705712	-0.132116159533725
TCEB2	0.0919403334111066	0.106451396534556	0.00627492293097845	-0.000144262291094578	0.0211893421250193
USP39	-0.0330881693321878	-0.196481148982308	-0.01292617444427	-0.0725860470685965	-0.124460486274336
MON2	0.0442557174418288	0.0631679874044228	0.0930324627077275	0.204332781128155	0.31877564622044
GARNL1	0.240145363571911	0.278968640066459	0.259132867964314	0.0377841587252562	0.179008250474262
POLR1A	-0.141825129700028	-0.196103397714807	-0.141694361964531	-0.530170648394639	-0.0727232310216204
DIAPH1	0.296279110299009	0.264183248386362	0.355553003325522	0.35274996988441	0.415018263473204
SPG11	-0.0349199843491596	-0.304627854492976	-0.0536674490388253	0.0390880086625024	0.0897892583584663
PSMD6	0.000851441274006595	0.0273367515446516	0.00932100200857441	0.0470700938301984	0.0161180443585237
ARHGAP19	0.000144276718044916	-0.685536540934353	-0.84478735007906	-1.03322916078511	-1.13441810556385
NCOR2	0.0463846076544843	-0.175428790822257	-0.0935601761623379	-0.164271397680741	-0.497944421877743
PMS2	0.0740613277770092	0.237115456054153	0.136029842341142	0.0306192350583919	-0.0873270517974755
IKBKG	0.00232461083008947	0.116410461994656	0.0522814845155546	0.132087725737364	0.127730700997732
POLR2B	-0.0258792730232589	-0.0846085753178094	0.00853711005396753	-0.109159938961111	-0.195977458642588
